日期,縣市,住宅部門售電量(度),住宅部門用電佔比(%),服務業部門售電量(度),服務業部門用電佔比(%),機關用電售電量(度),機關用電用電佔比(%),農林漁牧售電量(度),農林漁牧用電佔比(%),合計售電量(度),縣市用電佔比(%)
2015年06月,雲林縣,101181357,0.5042,49520446,0.2468,19358159,0.0965,30602836,0.1525,200662798,2.6260554582975
2015年06月,嘉義縣,67062616,0.499,31406358,0.2337,16099112,0.1198,19814608,0.1474,134382694,1.7586538740451
2015年06月,屏東縣,121037416,0.4523,66709939,0.2493,23730843,0.0887,56107182,0.2097,267585380,3.5018650926497
2015年06月,台東縣,29317992,0.4547,23435718,0.3635,8951432,0.1388,2773538,0.043,64478680,0.84382651515613
2015年06月,花蓮縣,46885415,0.4377,42126894,0.3932,15757661,0.1471,2357444,0.022,107127414,1.4019665482188
2015年06月,基隆市,53650686,0.5433,36147637,0.3661,8937424,0.0905,6697,0.0001,98742444,1.2922332221832
2015年06月,新竹市,67198107,0.3791,84938789,0.4792,24385744,0.1376,726756,0.0041,177249396,2.3196464341424
2015年06月,嘉義市,40232463,0.4457,40374206,0.4473,8952030,0.0992,705147,0.0078,90263846,1.1812745951804
2015年06月,澎湖縣,11420947,0.4662,7919407,0.3233,4691670,0.1915,465797,0.019,24497821,0.32060071520305
2015年06月,金門縣,5676216,0.3304,6799409,0.3957,4577208,0.2664,129504,0.0075,17182337,0.22486365342696
2015年06月,連江縣,1102019,0.3324,1358990,0.4099,835802,0.2521,18710,0.0056,3315521,0.043389916346876
2015年06月,合計,3435131575,0.4496,3223381795,0.4218,740835670,0.097,241875648,0.0317,7641224688,100
2015年05月,新北市,567682546,0.5087,477999616,0.4283,68438084,0.0613,1800721,0.0016,1115920967,15.171563637709
2015年05月,台北市,383993758,0.3164,690141798,0.5686,137956171,0.1137,1682729,0.0014,1213774456,16.501936020197
2015年05月,桃園市,273018450,0.4457,284209927,0.4639,53119118,0.0867,2240901,0.0037,612588396,8.3284785468471
2015年05月,台中市,389584520,0.4209,448010066,0.484,72960716,0.0788,15099761,0.0163,925655063,12.584793287491
2015年05月,台南市,261844782,0.4677,216354183,0.3864,50421083,0.0901,31283773,0.0559,559903821,7.6122025685518
2015年05月,高雄市,442869161,0.4821,361944685,0.394,92651821,0.1009,21228375,0.0231,918694042,12.490154351395
2015年05月,宜蘭縣,55860433,0.4563,47764254,0.3901,12619258,0.1031,6184153,0.0505,122428098,1.6644778033378
2015年05月,新竹縣,68269522,0.4986,54647003,0.3991,12571817,0.0918,1439303,0.0105,136927645,1.8616071758773
2015年05月,苗栗縣,68458269,0.5181,47386403,0.3586,14332661,0.1085,1964989,0.0149,132142322,1.796548059176
2015年05月,彰化縣,163889478,0.4811,108950878,0.3198,29940216,0.0879,37857693,0.1111,340638265,4.6311658869355
2015年05月,南投縣,54450755,0.4618,40435327,0.3429,12482710,0.1059,10537555,0.0894,117906347,1.6030020939649
2015年05月,雲林縣,100064915,0.4941,51786364,0.2557,18865206,0.0931,31808787,0.1571,202525272,2.7534432484522
2015年05月,嘉義縣,65994801,0.4903,31216138,0.2319,16218260,0.1205,21175490,0.1573,134604689,1.830025302408
2015年05月,屏東縣,121858338,0.4466,66220315,0.2427,22949646,0.0841,61821480,0.2266,272849779,3.7095438727727
2015年05月,台東縣,24733421,0.428,22078027,0.3821,8280423,0.1433,2694675,0.0466,57786546,0.78564009994305
2015年05月,花蓮縣,40401165,0.4115,41030004,0.4179,14452799,0.1472,2290947,0.0233,98174915,1.3347423469902
2015年05月,基隆市,44799045,0.5113,34530401,0.3941,8287233,0.0946,7677,0.0001,87624356,1.191301653594
2015年05月,新竹市,66037599,0.3879,81554048,0.479,21937299,0.1288,729999,0.0043,170258945,2.3147646610683
2015年05月,嘉義市,37242902,0.4276,40740193,0.4678,8338055,0.0957,767177,0.0088,87088327,1.1840140424408
2015年05月,澎湖縣,12359460,0.4703,9424128,0.3586,4024226,0.1531,469595,0.0179,26277409,0.35725593000496
2015年05月,金門縣,7320340,0.3982,7192195,0.3912,3726683,0.2027,144373,0.0079,18383591,0.2499351020314
2015年05月,連江縣,1064687,0.3335,1267416,0.397,844727,0.2646,15707,0.0049,3192537,0.04340430881181
2015年05月,合計,3251798347,0.4421,3164883369,0.4303,685418212,0.0932,253245860,0.0344,7355345788,100
2015年04月,新北市,547980927,0.5485,385695688,0.386,63815167,0.0639,1617293,0.0016,999109075,15.108440697983
2015年04月,台北市,355789146,0.337,577990377,0.5475,120460348,0.1141,1495227,0.0014,1055735098,15.964734501999
2015年04月,桃園市,327899888,0.523,249084525,0.3973,47911276,0.0764,2041402,0.0033,626937091,9.4804882647469
2015年04月,台中市,367683421,0.4472,375648356,0.4569,65760451,0.08,13111519,0.0159,822203747,12.433293685386
2015年04月,台南市,249512374,0.4879,188995441,0.3695,46117557,0.0902,26824942,0.0524,511450314,7.7341072485343
2015年04月,高雄市,322769631,0.4385,311854620,0.4237,82022675,0.1114,19381051,0.0263,736027977,11.130151172494
2015年04月,宜蘭縣,60895250,0.5229,38625978,0.3317,11699799,0.1005,5224712,0.0449,116445739,1.7608823563276
2015年04月,新竹縣,79008153,0.5426,53708173,0.3689,11611921,0.0798,1271057,0.0087,145599304,2.2017400353927
2015年04月,苗栗縣,58427783,0.527,37311799,0.3365,13432390,0.1211,1703093,0.0154,110875065,1.6766431076983
2015年04月,彰化縣,160591982,0.5006,98134385,0.3059,28948428,0.0902,33107070,0.1032,320781865,4.8508355149721
2015年04月,南投縣,66446777,0.5234,39050315,0.3076,12283543,0.0968,9166524,0.0722,126947159,1.9196839179235
2015年04月,雲林縣,93876164,0.5232,41309164,0.2302,17305219,0.0964,26947523,0.1502,179438070,2.7134469172503
2015年04月,嘉義縣,60421450,0.5123,26283939,0.2229,14139865,0.1199,17094155,0.1449,117939409,1.7834695043999
2015年04月,屏東縣,103122323,0.438,56494109,0.24,20987711,0.0891,54821387,0.2329,235425530,3.5600844270144
2015年04月,台東縣,27746015,0.4862,19199256,0.3364,7694986,0.1348,2427471,0.0425,57067728,0.8629732286804
2015年04月,花蓮縣,45246619,0.4713,35504642,0.3698,13197113,0.1375,2060057,0.0215,96008431,1.4518311589452
2015年04月,基隆市,53276706,0.5877,29468387,0.325,7904024,0.0872,9580,0.0001,90658697,1.3709329458157
2015年04月,新竹市,60520760,0.4039,69835800,0.466,18856578,0.1258,645405,0.0043,149858543,2.2661478777997
2015年04月,嘉義市,35040549,0.4602,33098910,0.4347,7381301,0.0969,624223,0.0082,76144983,1.1514578226651
2015年04月,澎湖縣,10415757,0.5153,5512219,0.2727,3893661,0.1926,391866,0.0194,20213503,0.30566683760129
2015年04月,金門縣,5777017,0.3851,5462896,0.3641,3595395,0.2397,166501,0.0111,15001809,0.22685605336832
2015年04月,連江縣,1115603,0.3657,1168463,0.383,749152,0.2456,17502,0.0057,3050720,0.046132723002392
2015年04月,合計,3093564295,0.4678,2679437442,0.4052,619768560,0.0937,220149560,0.0333,6612919857,100
2015年03月,新北市,548419630,0.5395,403590354,0.397,63009221,0.062,1597516,0.0016,1016616721,15.520038872237
2015年03月,台北市,363778807,0.3419,580732790,0.5458,118046374,0.1109,1426535,0.0013,1063984506,16.243172624915
2015年03月,桃園市,279990070,0.4908,241209416,0.4228,47168324,0.0827,2117224,0.0037,570485034,8.7092310413703
2015年03月,台中市,369307488,0.4518,373187115,0.4565,62369429,0.0763,12592584,0.0154,817456616,12.479588614486
2015年03月,台南市,241788475,0.4938,177192774,0.3619,44458481,0.0908,26210136,0.0535,489649866,7.4751721048129
2015年03月,高雄市,388809979,0.493,301738958,0.3826,78563780,0.0996,19581122,0.0248,788693839,12.040485648842
2015年03月,宜蘭縣,55283264,0.487,41452518,0.3652,11758349,0.1036,5019565,0.0442,113513696,1.7329411744461
2015年03月,新竹縣,67297788,0.5331,46248912,0.3663,11469917,0.0909,1230248,0.0097,126246865,1.9273303417346
2015年03月,苗栗縣,66075220,0.5483,39487162,0.3277,13294006,0.1103,1651716,0.0137,120508104,1.8397203389099
2015年03月,彰化縣,154826635,0.5105,89805030,0.2961,27755216,0.0915,30918966,0.1019,303305847,4.6303768552875
2015年03月,南投縣,53458457,0.4916,35437403,0.3259,11364599,0.1045,8491755,0.0781,108752214,1.6602506666048
2015年03月,雲林縣,89738630,0.5058,43186995,0.2434,17061479,0.0962,27439997,0.1547,177427101,2.7086663514639
2015年03月,嘉義縣,62001158,0.5167,26224017,0.2186,14309670,0.1193,17455920,0.1455,119990765,1.8318224544621
2015年03月,屏東縣,106749808,0.446,55298366,0.231,20481029,0.0856,56818104,0.2374,239347307,3.6539626310211
2015年03月,台東縣,24268981,0.4591,18440814,0.3488,7471256,0.1413,2684315,0.0508,52865366,0.80706181431677
2015年03月,花蓮縣,39100282,0.4351,35434190,0.3943,13155745,0.1464,2171137,0.0242,89861354,1.3718559594613
2015年03月,基隆市,44560632,0.547,29156114,0.3579,7736863,0.095,10199,0.0001,81463808,1.2436559823616
2015年03月,新竹市,63432208,0.4164,70646600,0.4637,17656887,0.1159,609696,0.004,152345391,2.325759887168
2015年03月,嘉義市,34777435,0.4615,32974975,0.4376,6968919,0.0925,628808,0.0083,75350137,1.1503224677615
2015年03月,澎湖縣,11812434,0.5218,7024689,0.3103,3402823,0.1503,397817,0.0176,22637763,0.345596284699
2015年03月,金門縣,7571706,0.4444,5888770,0.3456,3436729,0.2017,142401,0.0084,17039606,0.26013279343612
2015年03月,連江縣,954326,0.34,1033014,0.368,806744,0.2874,13074,0.0047,2807158,0.042855090203175
2015年03月,合計,3074003413,0.4693,2655390976,0.4054,601745840,0.0919,219208835,0.0335,6550349064,100
2015年02月,新北市,534677417,0.5717,346894569,0.3709,52107266,0.0557,1519824,0.0016,935199076,15.616342944848
2015年02月,台北市,348803994,0.376,486097637,0.5241,91411374,0.0985,1261359,0.0014,927574364,15.489022334185
2015年02月,桃園市,323113440,0.5542,219832869,0.3771,38067942,0.0653,1965105,0.0034,582979356,9.7348316382027
2015年02月,台中市,362805144,0.479,331552026,0.4378,52043165,0.0687,10973581,0.0145,757373916,12.646944499054
2015年02月,台南市,243181469,0.5289,157353217,0.3422,37121479,0.0807,22174136,0.0482,459830301,7.6784375232304
2015年02月,高雄市,307868669,0.4763,259368286,0.4013,61569006,0.0953,17532078,0.0271,646338039,10.792821265923
2015年02月,宜蘭縣,58681569,0.5527,33531400,0.3158,10080170,0.0949,3884585,0.0366,106177724,1.7729997747426
2015年02月,新竹縣,76620263,0.5713,46497014,0.3467,9948690,0.0742,1057865,0.0079,134123832,2.2396555036686
